3.76	1.671	91.12	1.88413e-08	0
3.75218	2.07092	91.1197	-3.03905e-05	0.4
3.74437	2.47085	91.1186	-6.07999e-05	0.8
3.73657	2.87077	91.1169	-9.12092e-05	1.2
3.72878	3.2707	91.1145	-0.000121619	1.6
3.72101	3.67062	91.1113	-0.000152028	2
3.71326	4.07054	91.1095	-6.11467e-06	2.4
3.70551	4.47047	91.111	0.000139966	2.8
3.69774	4.87039	91.1159	0.000286048	3.2
3.68992	5.27032	91.1242	0.000432128	3.6
3.68203	5.67024	91.1357	0.000578209	4
3.67407	6.07016	91.1429	4.41051e-05	4.4
3.66611	6.47008	91.1377	-0.000493005	4.8
3.65822	6.87	91.1203	-0.00103012	5.2
3.65049	7.26993	91.0905	-0.00156723	5.6
3.64302	7.66986	91.0485	-0.00210434	6
3.63586	8.0698	91.0057	-0.00162765	6.4
3.62895	8.46974	90.9739	-0.00114806	6.8
3.62223	8.86968	90.953	-0.00066847	7.2
3.61562	9.26963	90.9432	-0.000188882	7.6
3.60904	9.66957	90.9444	0.000290704	8
3.60243	10.0695	90.9492	0.000122774	8.4
3.5958	10.4695	90.95	-4.91128e-05	8.8
3.58917	10.8694	90.9469	-0.000221	9.2
3.58259	11.2694	90.9399	-0.000392886	9.6
3.57606	11.6693	90.9289	-0.000564773	10
3.56962	12.0692	90.9183	-0.000355549	10.4
3.56323	12.4692	90.9126	-0.000142763	10.8
3.55686	12.8691	90.9118	7.0022e-05	11.2
3.55049	13.2691	90.9158	0.000282807	11.6
3.54406	13.669	90.9247	0.000495593	12
3.53757	14.069	90.9351	0.00040903	12.4
3.53101	14.4689	90.9435	0.000319473	12.8
3.5244	14.8689	90.9498	0.000229916	13.2
3.51776	15.2688	90.954	0.000140359	13.6
3.51109	15.6688	90.9562	5.0802e-05	14
3.50441	16.0687	90.9557	-9.2749e-05	14.4
3.49775	16.4687	90.952	-0.000237016	14.8
3.49113	16.8686	90.9449	-0.000381283	15.2
3.48457	17.2685	90.9345	-0.000525549	15.6
3.47809	17.6685	90.9208	-0.000669816	16
3.4717	18.0684	90.9094	-0.00031977	16.4
3.46537	18.4684	90.9061	3.71761e-05	16.8
3.45903	18.8683	90.9111	0.000394122	17.2
3.45263	19.2683	90.9242	0.000751069	17.6
3.44611	19.6682	90.9455	0.00110802	18
3.43943	20.0682	90.9669	0.000745252	18.4
3.43263	20.4681	90.9797	0.000370109	18.8
3.42577	20.8681	90.9838	-5.03379e-06	19.2
3.41892	21.268	90.9794	-0.000380177	19.6
3.41212	21.6679	90.9664	-0.000755319	20
3.40543	22.0679	90.9515	-0.000531856	20.4
3.39882	22.4678	90.942	-0.000297644	20.8
3.39226	22.8678	90.9379	-6.34332e-05	21.2
3.38571	23.2677	90.9391	0.000170778	21.6
3.37914	23.6677	90.9457	0.00040499	22
3.3725	24.0676	90.9556	0.000456193	22.4
3.36579	24.4676	90.9666	0.000503504	22.8
3.359	24.8675	90.9787	0.000550814	23.2
3.35213	25.2674	90.9919	0.000598125	23.6
3.34515	25.6674	91.0061	0.000645434	24
3.33809	26.0673	91.0163	0.000227246	24.4
3.33099	26.4673	91.0165	-0.000201198	24.8
3.32392	26.8672	91.007	-0.000629643	25.2
3.31695	27.2671	90.9877	-0.00105809	25.6
3.31015	27.6671	90.9585	-0.00148653	26
3.30357	28.067	90.9293	-0.00104418	26.4
3.29715	28.467	90.9107	-0.000581933	26.8
3.29083	28.8669	90.9026	-0.000119691	27.2
3.28452	29.2669	90.9052	0.000342551	27.6
3.27816	29.6668	90.9183	0.000804794	28
3.27169	30.0668	90.9347	0.000609442	28.4
3.26512	30.4667	90.9463	0.000396906	28.8
3.25849	30.8667	90.9529	0.000184369	29.2
3.25183	31.2666	90.9547	-2.81683e-05	29.6
3.24517	31.6665	90.9516	-0.000240705	30
3.23855	32.0665	90.9468	-0.000170387	30.4
3.23195	32.4664	90.9438	-9.24732e-05	30.8
3.22537	32.8664	90.9426	-1.4559e-05	31.2
3.21879	33.2663	90.9432	6.33552e-05	31.6
3.21219	33.6663	90.9455	0.000141269	32
3.20558	34.0662	90.9478	5.68338e-05	32.4
3.19896	34.4662	90.9481	-3.25095e-05	32.8
3.19235	34.8661	90.9463	-0.000121853	33.2
3.18576	35.2661	90.9425	-0.000211196	33.6
3.1792	35.666	90.9367	-0.000300539	34
3.17268	36.0659	90.9326	-4.1949e-05	34.4
3.16616	36.4659	90.9347	0.000227403	34.8
3.15961	36.8658	90.943	0.000496755	35.2
3.15298	37.2658	90.9575	0.000766108	35.6
3.14623	37.6657	90.9782	0.00103546	36
3.13932	38.0657	90.998	0.000677737	36.4
3.13231	38.4656	91.0092	0.000298508	36.8
3.12525	38.8656	91.0117	-8.07205e-05	37.2
3.11821	39.2655	91.0055	-0.000459949	37.6
3.11123	39.6654	90.9906	-0.000839178	38
3.10438	40.0654	90.9747	-0.000525339	38.4
3.09761	40.4653	90.9666	-0.000187178	38.8
3.09087	40.8653	90.9661	0.000150984	39.2
3.0841	41.2652	90.9735	0.000489146	39.6
3.07726	41.6652	90.9886	0.000827311	40
3.0703	42.0651	91.0007	0.000200094	40.4
3.06332	42.465	90.9977	-0.000464329	40.8
3.05641	42.865	90.9795	-0.00112874	41.2
3.04968	43.2649	90.946	-0.00179314	41.6
3.04324	43.6649	90.8973	-0.00245752	42
3.03711	44.0648	90.8681	3.27015e-05	42.4
3.03098	44.4648	90.8988	0.00264689	42.8
3.02442	44.8647	90.9894	0.0052612	43.2
3.01702	45.2647	91.14	0.00787566	43.6
3.00836	45.6646	91.3504	0.0104901	44
2.99815	46.0644	91.5655	0.00808216	44.4
2.98665	46.4643	91.7208	0.00547275	44.8
2.97427	46.8641	91.8163	0.00286349	45.2
2.96143	47.2639	91.8521	0.000254345	45.6
2.94855	47.6637	91.828	-0.00235479	46
2.93597	48.0635	91.7785	-0.00183018	46.4
2.92369	48.4633	91.7442	-0.00116377	46.8
2.91159	48.8631	91.7251	-0.000497338	47.2
2.89957	49.263	91.7214	0.0001691	47.6
2.88752	49.6628	91.7329	0.000835537	48
2.87537	50.0626	91.7487	0.000500958	48.4
2.86313	50.4624	91.7558	0.000121297	48.8
2.85087	50.8622	91.7543	-0.000258363	49.2
2.83866	51.262	91.744	-0.00063802	49.6
2.82655	51.6618	91.725	-0.00101768	50
2.81455	52.0617	91.7166	0.000359194	50.4
2.8025	52.4615	91.7415	0.00181961	50.8
2.79016	52.8613	91.8	0.00328005	51.2001
2.7773	53.2611	91.8919	0.0047405	51.6001
2.76368	53.6609	92.0173	0.00620091	52.0001
2.7491	54.0606	92.1603	0.00621183	52.4001
2.73352	54.4603	92.3019	0.00614994	52.8001
2.71697	54.86	92.4422	0.0060881	53.2001
2.69944	55.2596	92.581	0.00602633	53.6001
2.68094	55.6592	92.7184	0.00596462	54.0001
2.6615	56.0587	92.852	0.00567948	54.4001
2.64115	56.4582	92.9787	0.00538269	54.8001
2.61995	56.8576	93.0987	0.00508593	55.2001
2.59792	57.257	93.2119	0.00478921	55.6001
2.57514	57.6564	93.3182	0.00449253	56.0001
2.55163	58.0557	93.421	0.00449527	56.4001
2.5274	58.4549	93.5243	0.00451344	56.8001
2.50245	58.8542	93.6279	0.00453154	57.2001
2.47678	59.2533	93.732	0.00454958	57.6001
2.45038	59.6525	93.8365	0.00456755	58.0001
2.4232	60.0516	93.9623	0.00651583	58.4001
2.39498	60.4506	94.1352	0.00856913	58.8001
2.3654	60.8495	94.3551	0.0106229	59.2001
2.33412	61.2483	94.6221	0.0126772	59.6001
2.30083	61.6469	94.9362	0.0147315	60.0001
2.26529	62.0453	95.2471	0.012156	60.4001
2.22782	62.4435	95.4932	0.00932144	60.8001
2.18886	62.8416	95.6744	0.0064872	61.2001
2.14887	63.2397	95.7906	0.00365335	61.6001
2.10829	63.6376	95.8418	0.000819713	62.0001
2.06753	64.0355	95.8541	0.000388165	62.4001
2.02671	64.4335	95.8597	9.98161e-05	62.8001
1.98587	64.8314	95.8587	-0.000188543	63.2001
1.94506	65.2293	95.8511	-0.000476905	63.6001
1.90433	65.6272	95.8368	-0.000765265	64.0001
1.86371	66.0251	95.8222	-0.000479223	64.4001
1.82316	66.4231	95.8149	-0.000158256	64.8001
1.78264	66.821	95.8149	0.000162706	65.2001
1.74209	67.2189	95.8224	0.000483661	65.6001
1.70147	67.6169	95.8371	0.000804603	66.0001
1.66067	68.0148	95.8804	0.00308852	66.4001
1.61937	68.4127	95.9788	0.00549919	66.8001
1.57721	68.8105	96.1324	0.00791007	67.2001
1.53378	69.2081	96.3414	0.0103211	67.6001
1.48872	69.6055	96.6055	0.012732	68.0001
1.44181	70.0028	96.8442	0.00765121	68.4001
1.39368	70.3999	96.9559	0.0021009	68.8001
1.34521	70.797	96.9405	-0.00344927	69.2001
1.2973	71.1941	96.7978	-0.00899979	69.6001
1.25082	71.5914	96.5279	-0.0145507	70.0001
1.20645	71.9889	96.2199	-0.0118152	70.4001
1.16397	72.3866	95.9868	-0.00853197	70.8001
1.12284	72.7845	95.8288	-0.00524903	71.2001
1.08254	73.1825	95.7462	-0.00196644	71.6001
1.04256	73.5805	95.7387	0.00131605	72.0001
1.00242	73.9785	95.7854	0.00263701	72.4001
0.961858	74.3764	95.8595	0.00382361	72.8001
0.920687	74.7743	95.9607	0.00501012	73.2001
0.878718	75.1721	96.0891	0.00619646	73.6001
0.835763	75.5698	96.2447	0.00738249	74.0001
0.791618	75.9673	96.434	0.00917714	74.4001
0.746013	76.3648	96.6654	0.0110138	74.8001
0.698659	76.762	96.9389	0.0128514	75.2001
0.649265	77.1589	97.2545	0.0146897	75.6001
0.597541	77.5555	97.6122	0.0165285	76.0001
0.543313	77.9518	97.9578	0.0132876	76.4001
0.486979	78.3479	98.221	0.00968325	76.8001
0.42911	78.7437	98.4016	0.00607917	77.2001
0.370277	79.1393	98.4997	0.00247556	77.6002
0.311052	79.5349	98.5151	-0.0011278	78.0002
0.251874	79.9305	98.5094	0.00102782	78.4002
